"","height","weight","label"
"14887",155,55,"normal"
"14888",133,49,"fat"
"14889",163,75,"fat"
"14890",142,55,"fat"
"14891",178,41,"thin"
"14892",160,36,"thin"
"14893",163,73,"fat"
"14894",135,42,"normal"
"14895",142,62,"fat"
"14896",174,53,"thin"
"14897",179,35,"thin"
"14898",139,52,"fat"
"14899",124,57,"fat"
"14900",121,64,"fat"
"14901",182,46,"thin"
"14902",159,48,"normal"
"14903",185,54,"thin"
"14904",161,44,"thin"
"14905",176,40,"thin"
"14906",145,53,"fat"
"14907",178,60,"normal"
"14908",134,45,"fat"
"14909",172,56,"normal"
"14910",144,69,"fat"
"14911",186,77,"normal"
"14912",156,37,"thin"
"14913",177,76,"normal"
"14914",183,54,"thin"
"14915",151,50,"normal"
"14916",164,80,"fat"
"14917",172,79,"fat"
"14918",162,48,"thin"
"14919",169,55,"normal"
"14920",132,54,"fat"
"14921",139,37,"normal"
"14922",170,64,"normal"
"14923",163,62,"normal"
"14924",188,53,"thin"
"14925",166,75,"fat"
"14926",180,49,"thin"
"14927",121,40,"fat"
"14928",179,80,"normal"
"14929",162,49,"normal"
"14930",163,61,"normal"
"14931",174,54,"thin"
"14932",167,79,"fat"
"14933",174,42,"thin"
"14934",135,44,"normal"
"14935",199,40,"thin"
"14936",195,52,"thin"
"14937",165,69,"fat"
"14938",124,65,"fat"
"14939",184,79,"normal"
"14940",163,64,"normal"
"14941",144,65,"fat"
"14942",193,53,"thin"
"14943",177,54,"thin"
"14944",167,42,"thin"
"14945",135,73,"fat"
"14946",186,56,"thin"
"14947",155,40,"thin"
"14948",157,77,"fat"
"14949",146,74,"fat"
"14950",146,36,"thin"
"14951",145,35,"thin"
"14952",137,79,"fat"
"14953",124,44,"fat"
"14954",125,65,"fat"
"14955",200,53,"thin"
"14956",191,51,"thin"
"14957",144,72,"fat"
"14958",168,76,"fat"
"14959",182,79,"normal"
"14960",191,77,"normal"
"14961",193,53,"thin"
"14962",189,48,"thin"
"14963",132,41,"normal"
"14964",167,53,"normal"
"14965",193,48,"thin"
"14966",191,66,"thin"
"14967",149,77,"fat"
"14968",181,36,"thin"
"14969",171,40,"thin"
"14970",177,35,"thin"
"14971",129,77,"fat"
"14972",129,52,"fat"
"14973",178,65,"normal"
"14974",183,40,"thin"
"14975",161,42,"thin"
"14976",188,57,"thin"
"14977",137,67,"fat"
"14978",130,69,"fat"
"14979",163,65,"normal"
"14980",196,42,"thin"
"14981",185,75,"normal"
"14982",188,75,"normal"
"14983",169,79,"fat"
"14984",182,35,"thin"
"14985",173,72,"normal"
"14986",182,80,"normal"
"14987",127,61,"fat"
"14988",130,55,"fat"
"14989",177,49,"thin"
"14990",193,60,"thin"
"14991",181,50,"thin"
"14992",200,53,"thin"
"14993",167,71,"fat"
"14994",160,58,"normal"
"14995",148,68,"fat"
"14996",128,42,"fat"
"14997",134,76,"fat"
"14998",170,50,"thin"
"14999",161,78,"fat"
"15000",186,68,"normal"
"15001",165,39,"thin"
"15002",185,38,"thin"
"15003",125,65,"fat"
"15004",187,47,"thin"
"15005",127,47,"fat"
"15006",148,70,"fat"
"15007",200,41,"thin"
"15008",161,66,"fat"
"15009",179,75,"normal"
"15010",198,73,"normal"
"15011",176,70,"normal"
"15012",130,54,"fat"
"15013",162,71,"fat"
"15014",183,47,"thin"
"15015",144,36,"thin"
"15016",188,49,"thin"
"15017",180,53,"thin"
"15018",172,43,"thin"
"15019",176,72,"normal"
"15020",146,63,"fat"
"15021",155,55,"normal"
"15022",151,38,"thin"
"15023",177,52,"thin"
"15024",143,64,"fat"
"15025",199,78,"normal"
"15026",141,47,"normal"
"15027",172,42,"thin"
"15028",153,46,"normal"
"15029",122,59,"fat"
"15030",150,40,"thin"
"15031",127,69,"fat"
"15032",174,46,"thin"
"15033",154,68,"fat"
"15034",164,45,"thin"
"15035",168,57,"normal"
"15036",140,59,"fat"
"15037",181,50,"thin"
"15038",150,50,"normal"
"15039",148,65,"fat"
"15040",161,66,"fat"
"15041",180,66,"normal"
"15042",191,70,"normal"
"15043",197,46,"thin"
"15044",174,36,"thin"
"15045",185,36,"thin"
"15046",183,73,"normal"
"15047",141,80,"fat"
"15048",155,41,"thin"
"15049",198,74,"normal"
"15050",148,57,"fat"
"15051",165,64,"normal"
"15052",148,48,"normal"
"15053",150,79,"fat"
"15054",167,72,"fat"
"15055",197,60,"thin"
"15056",195,39,"thin"
"15057",173,50,"thin"
"15058",182,73,"normal"
"15059",135,47,"fat"
"15060",197,79,"normal"
"15061",161,65,"fat"
"15062",154,70,"fat"
"15063",137,43,"normal"
"15064",177,45,"thin"
"15065",190,57,"thin"
"15066",174,63,"normal"
"15067",196,45,"thin"
"15068",138,57,"fat"
"15069",179,59,"thin"
"15070",199,61,"thin"
"15071",200,66,"thin"
"15072",199,74,"normal"
"15073",195,48,"thin"
"15074",141,52,"fat"
"15075",141,54,"fat"
"15076",154,51,"normal"
"15077",163,72,"fat"
"15078",156,50,"normal"
"15079",160,68,"fat"
"15080",162,70,"fat"
"15081",166,52,"normal"
"15082",185,46,"thin"
"15083",161,49,"normal"
"15084",130,76,"fat"
"15085",180,66,"normal"
"15086",170,68,"normal"
"15087",156,59,"normal"
"15088",145,66,"fat"
"15089",199,80,"normal"
"15090",156,77,"fat"
"15091",200,35,"thin"
"15092",176,74,"normal"
"15093",168,63,"normal"
"15094",143,57,"fat"
"15095",160,43,"thin"
"15096",174,64,"normal"
"15097",136,43,"normal"
"15098",136,46,"normal"
"15099",127,59,"fat"
"15100",171,43,"thin"
"15101",156,39,"thin"
"15102",150,70,"fat"
"15103",143,63,"fat"
"15104",196,66,"thin"
"15105",162,70,"fat"
"15106",195,76,"normal"
"15107",147,36,"thin"
"15108",164,57,"normal"
"15109",200,49,"thin"
"15110",140,69,"fat"
"15111",183,40,"thin"
"15112",185,50,"thin"
"15113",143,72,"fat"
"15114",186,75,"normal"
"15115",145,67,"fat"
"15116",173,47,"thin"
"15117",184,66,"normal"
"15118",131,61,"fat"
"15119",143,48,"normal"
"15120",171,48,"thin"
"15121",195,53,"thin"
"15122",135,74,"fat"
"15123",168,48,"thin"
"15124",199,54,"thin"
"15125",136,40,"normal"
"15126",185,66,"normal"
"15127",188,41,"thin"
"15128",133,56,"fat"
"15129",141,40,"normal"
"15130",153,72,"fat"
"15131",129,49,"fat"
"15132",127,71,"fat"
"15133",163,60,"normal"
"15134",182,66,"normal"
"15135",167,67,"normal"
"15136",184,71,"normal"
"15137",154,42,"thin"
"15138",195,40,"thin"
"15139",197,70,"thin"
"15140",164,59,"normal"
"15141",174,59,"normal"
"15142",165,75,"fat"
"15143",120,40,"fat"
"15144",144,74,"fat"
"15145",189,56,"thin"
"15146",135,48,"fat"
"15147",186,49,"thin"
"15148",153,77,"fat"
"15149",161,68,"fat"
"15150",149,73,"fat"
"15151",192,61,"thin"
"15152",124,37,"normal"
"15153",190,40,"thin"
"15154",169,66,"normal"
"15155",187,36,"thin"
"15156",138,69,"fat"
"15157",144,64,"fat"
"15158",188,68,"normal"
"15159",158,52,"normal"
"15160",137,58,"fat"
"15161",156,52,"normal"
"15162",142,58,"fat"
"15163",124,58,"fat"
"15164",120,46,"fat"
"15165",162,35,"thin"
"15166",162,48,"thin"
"15167",171,61,"normal"
"15168",135,50,"fat"
"15169",151,38,"thin"
"15170",194,55,"thin"
"15171",151,70,"fat"
"15172",130,77,"fat"
"15173",186,78,"normal"
"15174",186,65,"normal"
"15175",199,45,"thin"
"15176",187,58,"thin"
"15177",164,69,"fat"
"15178",185,51,"thin"
"15179",141,76,"fat"
"15180",191,51,"thin"
"15181",153,79,"fat"
"15182",121,63,"fat"
"15183",185,53,"thin"
"15184",127,56,"fat"
"15185",175,48,"thin"
"15186",144,43,"normal"
"15187",140,76,"fat"
"15188",154,35,"thin"
"15189",139,50,"fat"
"15190",182,49,"thin"
"15191",183,62,"normal"
"15192",172,51,"thin"
"15193",179,61,"normal"
"15194",183,77,"normal"
"15195",121,74,"fat"
"15196",189,56,"thin"
"15197",175,72,"normal"
"15198",124,69,"fat"
"15199",195,45,"thin"
"15200",176,62,"normal"
"15201",155,36,"thin"
"15202",198,70,"thin"
"15203",148,55,"fat"
"15204",156,40,"thin"
"15205",137,47,"fat"
"15206",161,41,"thin"
"15207",129,36,"normal"
"15208",140,75,"fat"
"15209",126,35,"normal"
"15210",175,72,"normal"
"15211",138,39,"normal"
"15212",178,55,"thin"
"15213",174,59,"normal"
"15214",140,46,"normal"
"15215",138,78,"fat"
"15216",120,35,"normal"
"15217",177,52,"thin"
"15218",134,50,"fat"
"15219",120,53,"fat"
"15220",165,60,"normal"
"15221",135,53,"fat"
"15222",180,62,"normal"
"15223",189,53,"thin"
"15224",165,49,"thin"
"15225",138,48,"fat"
"15226",158,55,"normal"
"15227",137,40,"normal"
"15228",165,57,"normal"
"15229",163,45,"thin"
"15230",180,60,"normal"
"15231",153,51,"normal"
"15232",184,37,"thin"
"15233",136,60,"fat"
"15234",151,46,"normal"
"15235",197,63,"thin"
"15236",161,65,"fat"
"15237",132,62,"fat"
"15238",152,54,"normal"
"15239",147,37,"thin"
"15240",130,41,"normal"
"15241",133,69,"fat"
"15242",129,57,"fat"
"15243",162,65,"normal"
"15244",181,47,"thin"
"15245",136,59,"fat"
"15246",189,37,"thin"
"15247",186,53,"thin"
"15248",158,36,"thin"
"15249",131,35,"normal"
"15250",165,77,"fat"
"15251",133,77,"fat"
"15252",180,40,"thin"
"15253",136,69,"fat"
"15254",160,69,"fat"
"15255",136,56,"fat"
"15256",180,50,"thin"
"15257",142,55,"fat"
"15258",183,73,"normal"
"15259",125,50,"fat"
"15260",178,64,"normal"
"15261",137,43,"normal"
"15262",141,64,"fat"
"15263",133,67,"fat"
"15264",176,71,"normal"
"15265",134,58,"fat"
"15266",179,79,"normal"
"15267",165,47,"thin"
"15268",153,43,"thin"
"15269",185,36,"thin"
"15270",164,38,"thin"
"15271",141,45,"normal"
"15272",152,74,"fat"
"15273",125,48,"fat"
"15274",179,79,"normal"
"15275",120,49,"fat"
"15276",185,70,"normal"
"15277",159,51,"normal"
"15278",137,68,"fat"
"15279",185,77,"normal"
"15280",198,65,"thin"
"15281",131,37,"normal"
"15282",138,59,"fat"
"15283",149,55,"normal"
"15284",192,45,"thin"
"15285",179,39,"thin"
"15286",146,72,"fat"
"15287",144,62,"fat"
"15288",186,40,"thin"
"15289",129,78,"fat"
"15290",200,42,"thin"
"15291",139,75,"fat"
"15292",177,50,"thin"
"15293",150,41,"thin"
"15294",150,53,"normal"
"15295",173,50,"thin"
"15296",170,63,"normal"
"15297",147,72,"fat"
"15298",200,40,"thin"
"15299",141,59,"fat"
"15300",162,42,"thin"
"15301",167,53,"normal"
"15302",138,74,"fat"
"15303",191,73,"normal"
"15304",158,79,"fat"
"15305",126,37,"normal"
"15306",196,47,"thin"
"15307",156,43,"thin"
"15308",197,58,"thin"
"15309",154,53,"normal"
"15310",123,67,"fat"
"15311",180,42,"thin"
"15312",139,46,"normal"
"15313",145,63,"fat"
"15314",184,35,"thin"
"15315",148,39,"thin"
"15316",192,72,"normal"
"15317",172,75,"fat"
"15318",197,38,"thin"
"15319",167,37,"thin"
"15320",141,39,"normal"
"15321",150,40,"thin"
"15322",161,43,"thin"
"15323",127,41,"fat"
"15324",163,38,"thin"
"15325",170,48,"thin"
"15326",136,64,"fat"
"15327",192,74,"normal"
"15328",136,74,"fat"
"15329",186,39,"thin"
"15330",179,71,"normal"
"15331",170,60,"normal"
"15332",178,77,"normal"
"15333",179,52,"thin"
"15334",164,63,"normal"
"15335",188,43,"thin"
"15336",176,43,"thin"
"15337",197,74,"normal"
"15338",170,73,"fat"
"15339",179,55,"thin"
"15340",122,43,"fat"
"15341",134,65,"fat"
"15342",136,52,"fat"
"15343",193,55,"thin"
"15344",160,62,"normal"
"15345",144,72,"fat"
"15346",195,45,"thin"
"15347",154,65,"fat"
"15348",140,70,"fat"
"15349",163,63,"normal"
"15350",171,39,"thin"
"15351",160,48,"normal"
"15352",135,73,"fat"
"15353",157,64,"fat"
"15354",163,76,"fat"
"15355",146,66,"fat"
"15356",146,47,"normal"
"15357",189,56,"thin"
"15358",152,70,"fat"
"15359",164,68,"fat"
"15360",187,72,"normal"
"15361",161,46,"thin"
"15362",198,58,"thin"
"15363",150,80,"fat"
"15364",143,43,"normal"
"15365",174,78,"fat"
"15366",172,41,"thin"
"15367",194,52,"thin"
"15368",160,35,"thin"
"15369",135,40,"normal"
"15370",135,45,"normal"
"15371",182,36,"thin"
"15372",131,52,"fat"
"15373",137,69,"fat"
"15374",137,40,"normal"
"15375",158,36,"thin"
"15376",122,38,"fat"
"15377",125,63,"fat"
"15378",133,64,"fat"
"15379",137,41,"normal"
"15380",158,79,"fat"
"15381",196,53,"thin"
"15382",139,71,"fat"
"15383",147,55,"fat"
"15384",137,49,"fat"
"15385",197,43,"thin"
"15386",162,39,"thin"
"15387",131,42,"normal"
"15388",142,63,"fat"
"15389",151,61,"fat"
"15390",180,65,"normal"
"15391",139,44,"normal"
"15392",185,52,"thin"
"15393",175,80,"fat"
"15394",179,55,"thin"
"15395",134,61,"fat"
"15396",139,36,"normal"
"15397",183,78,"normal"
"15398",169,65,"normal"
"15399",173,69,"normal"
"15400",129,57,"fat"
"15401",149,36,"thin"
"15402",181,80,"normal"
"15403",124,74,"fat"
"15404",145,38,"thin"
"15405",132,60,"fat"
"15406",187,43,"thin"
"15407",200,45,"thin"
"15408",135,78,"fat"
"15409",180,71,"normal"
"15410",160,47,"thin"
"15411",163,51,"normal"
"15412",122,77,"fat"
"15413",152,71,"fat"
"15414",136,62,"fat"
"15415",152,70,"fat"
"15416",181,51,"thin"
"15417",193,79,"normal"
"15418",125,67,"fat"
"15419",180,63,"normal"
"15420",198,41,"thin"
"15421",181,37,"thin"
"15422",156,57,"normal"
"15423",141,52,"fat"
"15424",186,64,"thin"
"15425",189,57,"thin"
"15426",145,66,"fat"
"15427",135,37,"normal"
"15428",135,74,"fat"
"15429",126,41,"fat"
"15430",152,62,"fat"
"15431",163,77,"fat"
"15432",194,77,"normal"
"15433",165,48,"thin"
"15434",168,69,"normal"
"15435",131,53,"fat"
"15436",193,38,"thin"
"15437",178,36,"thin"
"15438",145,54,"fat"
"15439",185,70,"normal"
"15440",189,75,"normal"
"15441",192,44,"thin"
"15442",125,48,"fat"
"15443",125,71,"fat"
"15444",181,77,"normal"
"15445",149,47,"normal"
"15446",152,49,"normal"
"15447",173,77,"fat"
"15448",189,58,"thin"
"15449",136,61,"fat"
"15450",150,39,"thin"
"15451",150,75,"fat"
"15452",193,64,"thin"
"15453",191,43,"thin"
"15454",130,61,"fat"
"15455",180,78,"normal"
"15456",179,56,"thin"
"15457",157,39,"thin"
"15458",171,63,"normal"
"15459",183,60,"thin"
"15460",194,49,"thin"
"15461",136,70,"fat"
"15462",192,66,"thin"
"15463",133,80,"fat"
"15464",150,80,"fat"
"15465",144,54,"fat"
"15466",183,42,"thin"
"15467",122,35,"normal"
"15468",146,76,"fat"
"15469",154,45,"normal"
"15470",165,38,"thin"
"15471",121,65,"fat"
"15472",170,60,"normal"
"15473",150,48,"normal"
"15474",128,67,"fat"
"15475",135,51,"fat"
"15476",186,56,"thin"
"15477",158,62,"normal"
"15478",125,53,"fat"
"15479",127,58,"fat"
"15480",127,36,"normal"
"15481",143,69,"fat"
"15482",173,60,"normal"
"15483",164,75,"fat"
"15484",143,68,"fat"
"15485",144,44,"normal"
"15486",134,74,"fat"
"15487",143,48,"normal"
"15488",146,61,"fat"
"15489",139,62,"fat"
"15490",152,50,"normal"
"15491",120,52,"fat"
"15492",123,44,"fat"
"15493",137,76,"fat"
"15494",187,79,"normal"
"15495",197,65,"thin"
"15496",149,40,"thin"
"15497",161,61,"normal"
"15498",152,67,"fat"
"15499",167,78,"fat"
"15500",167,51,"thin"
"15501",137,63,"fat"
"15502",196,37,"thin"
"15503",154,72,"fat"
"15504",197,51,"thin"
"15505",136,59,"fat"
"15506",173,78,"fat"
"15507",158,72,"fat"
"15508",124,39,"fat"
"15509",187,79,"normal"
"15510",121,41,"fat"
"15511",152,75,"fat"
"15512",168,68,"normal"
"15513",145,40,"normal"
"15514",190,67,"normal"
"15515",167,50,"thin"
"15516",152,80,"fat"
"15517",145,35,"thin"
"15518",193,35,"thin"
"15519",182,58,"thin"
"15520",129,51,"fat"
"15521",186,38,"thin"
"15522",198,63,"thin"
"15523",141,46,"normal"
"15524",189,52,"thin"
"15525",143,36,"thin"
"15526",143,42,"normal"
"15527",121,71,"fat"
"15528",180,59,"thin"
"15529",180,45,"thin"
"15530",171,65,"normal"
"15531",186,35,"thin"
"15532",120,70,"fat"
"15533",145,53,"fat"
"15534",200,63,"thin"
"15535",137,77,"fat"
"15536",170,75,"fat"
"15537",126,51,"fat"
"15538",179,65,"normal"
"15539",167,44,"thin"
"15540",133,64,"fat"
"15541",174,43,"thin"
"15542",195,50,"thin"
"15543",165,66,"normal"
"15544",143,57,"fat"
"15545",167,59,"normal"
"15546",148,77,"fat"
"15547",134,64,"fat"
"15548",153,45,"normal"
"15549",141,70,"fat"
"15550",138,75,"fat"
"15551",148,49,"normal"
"15552",166,45,"thin"
"15553",149,68,"fat"
"15554",124,37,"normal"
"15555",194,67,"thin"
"15556",174,48,"thin"
"15557",122,67,"fat"
"15558",188,55,"thin"
"15559",177,71,"normal"
"15560",176,72,"normal"
"15561",179,66,"normal"
"15562",165,77,"fat"
"15563",157,68,"fat"
"15564",168,53,"normal"
"15565",174,45,"thin"
"15566",161,47,"thin"
"15567",163,70,"fat"
"15568",161,68,"fat"
"15569",152,47,"normal"
"15570",133,49,"fat"
"15571",195,38,"thin"
"15572",185,64,"normal"
"15573",140,59,"fat"
"15574",178,40,"thin"
"15575",163,78,"fat"
"15576",158,49,"normal"
"15577",149,61,"fat"
"15578",180,78,"normal"
"15579",121,66,"fat"
"15580",163,52,"normal"
"15581",160,66,"fat"
"15582",156,80,"fat"
"15583",162,41,"thin"
"15584",192,53,"thin"
"15585",193,35,"thin"
"15586",177,57,"thin"
"15587",192,56,"thin"
"15588",163,59,"normal"
"15589",175,35,"thin"
"15590",178,80,"fat"
"15591",157,54,"normal"
"15592",192,59,"thin"
"15593",185,35,"thin"
"15594",172,80,"fat"
"15595",123,48,"fat"
"15596",178,35,"thin"
"15597",148,52,"normal"
"15598",151,73,"fat"
"15599",193,58,"thin"
"15600",183,53,"thin"
"15601",169,70,"normal"
"15602",197,47,"thin"
"15603",191,57,"thin"
"15604",163,57,"normal"
"15605",150,57,"fat"
"15606",180,75,"normal"
"15607",166,40,"thin"
"15608",171,66,"normal"
"15609",172,79,"fat"
"15610",153,68,"fat"
"15611",127,36,"normal"
"15612",122,64,"fat"
"15613",197,69,"thin"
"15614",128,64,"fat"
"15615",163,39,"thin"
"15616",159,65,"fat"
"15617",176,56,"thin"
"15618",180,48,"thin"
"15619",154,61,"fat"
"15620",160,62,"normal"
"15621",122,51,"fat"
"15622",121,71,"fat"
"15623",156,69,"fat"
"15624",160,55,"normal"
"15625",179,64,"normal"
"15626",198,46,"thin"
"15627",159,67,"fat"
"15628",151,73,"fat"
"15629",130,39,"normal"
"15630",160,38,"thin"
"15631",152,46,"normal"
"15632",155,49,"normal"
"15633",132,38,"normal"
"15634",128,37,"normal"
"15635",178,35,"thin"
"15636",199,46,"thin"
"15637",143,56,"fat"
"15638",133,47,"fat"
"15639",190,42,"thin"
"15640",152,51,"normal"
"15641",121,43,"fat"
"15642",176,57,"thin"
"15643",143,70,"fat"
"15644",181,37,"thin"
"15645",120,67,"fat"
"15646",126,57,"fat"
"15647",159,40,"thin"
"15648",181,35,"thin"
"15649",184,45,"thin"
"15650",128,76,"fat"
"15651",188,58,"thin"
"15652",153,75,"fat"
"15653",121,47,"fat"
"15654",127,68,"fat"
"15655",159,57,"normal"
"15656",175,74,"normal"
"15657",176,46,"thin"
"15658",186,74,"normal"
"15659",128,62,"fat"
"15660",192,66,"thin"
"15661",134,74,"fat"
"15662",139,39,"normal"
"15663",152,45,"normal"
"15664",182,70,"normal"
"15665",171,78,"fat"
"15666",177,41,"thin"
"15667",189,76,"normal"
"15668",151,46,"normal"
"15669",193,49,"thin"
"15670",190,75,"normal"
"15671",197,70,"thin"
"15672",171,55,"normal"
"15673",162,55,"normal"
"15674",188,79,"normal"
"15675",171,50,"thin"
"15676",196,63,"thin"
"15677",157,43,"thin"
"15678",128,59,"fat"
"15679",144,78,"fat"
"15680",185,66,"normal"
"15681",150,56,"normal"
"15682",192,50,"thin"
"15683",160,38,"thin"
"15684",149,35,"thin"
"15685",145,53,"fat"
"15686",136,48,"fat"
"15687",170,55,"normal"
"15688",190,57,"thin"
"15689",172,75,"fat"
"15690",136,48,"fat"
"15691",146,47,"normal"
"15692",133,38,"normal"
"15693",147,77,"fat"
"15694",129,58,"fat"
"15695",185,70,"normal"
"15696",129,53,"fat"
"15697",145,79,"fat"
"15698",157,71,"fat"
"15699",150,73,"fat"
"15700",121,60,"fat"
"15701",162,43,"thin"
"15702",177,63,"normal"
"15703",169,65,"normal"
"15704",186,36,"thin"
"15705",146,65,"fat"
"15706",135,47,"fat"
"15707",161,66,"fat"
"15708",159,42,"thin"
"15709",157,69,"fat"
"15710",154,75,"fat"
"15711",191,60,"thin"
"15712",196,49,"thin"
"15713",140,70,"fat"
"15714",133,77,"fat"
"15715",200,40,"thin"
"15716",187,79,"normal"
"15717",143,39,"normal"
"15718",162,70,"fat"
"15719",159,61,"normal"
"15720",120,73,"fat"
"15721",196,62,"thin"
"15722",170,68,"normal"
"15723",187,48,"thin"
"15724",121,52,"fat"
"15725",168,59,"normal"
"15726",121,35,"normal"
"15727",170,78,"fat"
"15728",152,76,"fat"
"15729",129,74,"fat"
"15730",196,49,"thin"
"15731",142,37,"thin"
"15732",146,39,"thin"
"15733",165,41,"thin"
"15734",177,43,"thin"
"15735",153,41,"thin"
"15736",122,79,"fat"
"15737",167,76,"fat"
"15738",175,54,"thin"
"15739",185,61,"thin"
"15740",152,80,"fat"
"15741",172,62,"normal"
"15742",129,54,"fat"
"15743",131,45,"fat"
"15744",154,44,"normal"
"15745",145,64,"fat"
"15746",151,58,"fat"
"15747",175,60,"normal"
"15748",142,61,"fat"
"15749",186,60,"thin"
"15750",140,74,"fat"
"15751",192,61,"thin"
"15752",124,50,"fat"
"15753",149,63,"fat"
"15754",131,76,"fat"
"15755",151,65,"fat"
"15756",128,77,"fat"
"15757",151,43,"normal"
"15758",129,62,"fat"
"15759",185,71,"normal"
"15760",150,50,"normal"
"15761",176,48,"thin"
"15762",168,39,"thin"
"15763",139,38,"normal"
"15764",167,44,"thin"
"15765",148,62,"fat"
"15766",126,43,"fat"
"15767",186,39,"thin"
"15768",182,50,"thin"
"15769",176,80,"fat"
"15770",179,59,"thin"
"15771",127,80,"fat"
"15772",132,45,"fat"
"15773",128,59,"fat"
"15774",136,68,"fat"
"15775",151,61,"fat"
"15776",148,51,"normal"
"15777",152,46,"normal"
"15778",138,52,"fat"
"15779",159,40,"thin"
"15780",193,74,"normal"
"15781",193,42,"thin"
"15782",160,58,"normal"
"15783",132,68,"fat"
"15784",149,58,"fat"
"15785",152,74,"fat"
"15786",138,61,"fat"
"15787",131,80,"fat"
"15788",178,37,"thin"
"15789",157,54,"normal"
"15790",139,63,"fat"
"15791",156,78,"fat"
"15792",135,75,"fat"
"15793",169,58,"normal"
"15794",158,41,"thin"
"15795",152,65,"fat"
"15796",155,80,"fat"
"15797",129,61,"fat"
"15798",128,61,"fat"
"15799",173,50,"thin"
"15800",180,80,"normal"
"15801",144,56,"fat"
"15802",157,39,"thin"
"15803",156,74,"fat"
"15804",130,40,"normal"
"15805",152,73,"fat"
"15806",138,38,"normal"
"15807",185,44,"thin"
"15808",179,80,"normal"
"15809",197,78,"normal"
"15810",149,60,"fat"
"15811",179,54,"thin"
"15812",152,74,"fat"
"15813",126,40,"fat"
"15814",156,71,"fat"
"15815",194,39,"thin"
"15816",168,51,"thin"
"15817",124,69,"fat"
"15818",154,68,"fat"
"15819",176,39,"thin"
"15820",158,42,"thin"
"15821",187,73,"normal"
"15822",133,54,"fat"
"15823",163,40,"thin"
"15824",189,53,"thin"
"15825",197,55,"thin"
"15826",146,45,"normal"
"15827",165,70,"fat"
"15828",181,50,"thin"
"15829",144,75,"fat"
"15830",154,60,"fat"
"15831",132,38,"normal"
"15832",136,76,"fat"
"15833",139,62,"fat"
"15834",130,60,"fat"
"15835",164,56,"normal"
"15836",158,56,"normal"
"15837",147,60,"fat"
"15838",166,65,"normal"
"15839",177,64,"normal"
"15840",180,37,"thin"
"15841",190,54,"thin"
"15842",136,78,"fat"
"15843",181,43,"thin"
"15844",156,79,"fat"
"15845",169,76,"fat"
"15846",171,37,"thin"
"15847",138,59,"fat"
"15848",173,58,"normal"
"15849",159,52,"normal"
"15850",138,78,"fat"
"15851",139,64,"fat"
"15852",195,36,"thin"
"15853",132,44,"fat"
"15854",123,71,"fat"
"15855",122,51,"fat"
"15856",125,79,"fat"
"15857",197,51,"thin"
"15858",147,62,"fat"
"15859",191,62,"thin"
"15860",192,71,"normal"
"15861",191,77,"normal"
"15862",143,54,"fat"
"15863",184,64,"normal"
"15864",156,75,"fat"
"15865",173,48,"thin"
"15866",122,61,"fat"
"15867",176,35,"thin"
"15868",154,63,"fat"
"15869",129,62,"fat"
"15870",159,75,"fat"
"15871",199,50,"thin"
"15872",128,48,"fat"
"15873",169,59,"normal"
"15874",136,58,"fat"
"15875",145,50,"normal"
"15876",153,65,"fat"
"15877",135,69,"fat"
"15878",158,73,"fat"
"15879",166,80,"fat"
"15880",120,40,"fat"
"15881",123,78,"fat"
"15882",177,48,"thin"
"15883",167,59,"normal"
"15884",177,45,"thin"
"15885",152,68,"fat"
"15886",150,42,"normal"
"15887",154,35,"thin"
"15888",130,73,"fat"
"15889",134,39,"normal"
"15890",194,76,"normal"
"15891",130,44,"fat"
"15892",194,77,"normal"
"15893",188,78,"normal"
"15894",138,36,"normal"
"15895",159,41,"thin"
"15896",160,61,"normal"
"15897",174,37,"thin"
"15898",169,39,"thin"
"15899",160,52,"normal"
"15900",159,55,"normal"
"15901",137,68,"fat"
"15902",143,61,"fat"
"15903",167,76,"fat"
"15904",195,63,"thin"
"15905",186,35,"thin"
"15906",143,68,"fat"
"15907",195,39,"thin"
"15908",154,37,"thin"
"15909",186,46,"thin"
"15910",165,80,"fat"
"15911",184,51,"thin"
"15912",125,63,"fat"
"15913",197,57,"thin"
"15914",153,47,"normal"
"15915",152,36,"thin"
"15916",130,46,"fat"
"15917",123,67,"fat"
"15918",190,59,"thin"
"15919",199,48,"thin"
"15920",163,49,"thin"
"15921",144,79,"fat"
"15922",176,44,"thin"
"15923",172,74,"fat"
"15924",181,51,"thin"
"15925",197,38,"thin"
"15926",162,51,"normal"
"15927",144,66,"fat"
"15928",165,47,"thin"
"15929",194,36,"thin"
"15930",200,51,"thin"
"15931",177,57,"thin"
"15932",190,44,"thin"
"15933",123,55,"fat"
"15934",167,70,"fat"
"15935",168,51,"thin"
"15936",152,56,"normal"
"15937",131,50,"fat"
"15938",135,63,"fat"
"15939",155,66,"fat"
"15940",200,45,"thin"
"15941",155,77,"fat"
"15942",197,53,"thin"
"15943",146,70,"fat"
"15944",189,74,"normal"
"15945",192,75,"normal"
"15946",164,64,"normal"
"15947",183,78,"normal"
"15948",186,73,"normal"
"15949",177,37,"thin"
"15950",172,75,"fat"
"15951",133,47,"fat"
"15952",177,80,"fat"
"15953",178,41,"thin"
"15954",143,58,"fat"
"15955",161,40,"thin"
"15956",179,38,"thin"
"15957",183,38,"thin"
"15958",169,59,"normal"
"15959",162,44,"thin"
"15960",131,48,"fat"
"15961",187,41,"thin"
"15962",130,67,"fat"
